ID,Project,SITE.SAMPLE.YEAR,SITE.SAMPLE.YEAR.WELL,SITE,Stream.Code,Reach,Reach.number,Site.number,Sample,Year,Technical.Replicate,Date,Arrival.Time,Weather.Ceiling,Weather.Precipitation,Water.Temperature.C,pH,Turbidity.NTU.,Habitat.Type,Stream.Width.m,Site.Length.m,Site.Width.m,Site.Area.m2,Wetted.Width.m,Transect.Depth.m,Transect.Flow.cms,Field.Gradient.percent,EF.Conductivity.uS.cm,eDNA.Sampling.Location,eDNA.Water.Sampling.Depth.cm,eDNA.Total.Water.Depth.m,eDNA.Distance.from.Shore.m,eDNA.Filtering.Location,eDNA.Filter.Pore.Size.um,eDNA.Filters.Preserved.In,eDNA.Sample.Collection.Start.Time,eDNA.Sample.Collection.End.Time,eDNA.Volume.Filtered.L,Fish.Total.Biomass.g,Fish.Biomass.g.m2,Fish.Abundance,Fish.Abundance.fish.m2,Fish.Avg.Length.mm,Fish.Avg.Mass.g,CO.Total.Biomass.g,CO.Biomass.g.m2,CO.Abundance,CO.Abundance.fish.m2,CO.Avg.Length.mm,CO.Avg.Mass.g,CT.Total.Biomass.g,CT.Biomass.g.m2,CT.Abundance,CT.Abundance.fish.m2,CT.Avg.Length.mm,CT.Avg.Mass.g,RB.Total.Biomass.g,RB.Biomass.g.m2,RB.Abundance,RB.Abundance.fish.m2,RB.Avg.Length.mm,RB.Avg.Mass.g,River.Year,SITE,Sort.Code,Sample.replicate,Lab.Code,DPN,qPCR.Run.int,Well.int,DNA.int,Transformed.int,Score.int,qPCR.Run.ef,Well.ef,DNA.ef,Transformed.ef,Score.ef,Lab.Call.ef,qPCR.Run.cl,Well.cl,DNA.cl,Transformed.cl,Score.cl,Lab.Call.cl,qPCR.Run.ki,Well.ki,DNA.ki,Transformed.ki,Score.ki,Lab.Call.ki,qPCR.Run.my,Well.my,DNA.my,Transformed.my,Score.my,Lab.Call.my,Spacer
92,Ecofish Salmonids,BBB-DVeDNA01-C-2017,BBB-DVeDNA01-C-2017-D09,BBB-DVeDNA01,BBB,Control (for AAA),2,1,C,2017,4,9/7/2017,16:00:00,Overcast,Dry,16.5,7.24,0.02,Riffle,11,16.25,5.67,92.1,5.67,0.23,0.12,1,60,thalweg,5,0.2,6,lab,0.45,silica desiccant,16:00:00,23:15:00,2,310.0,3.4,105,1.1,67.5,3.0,46.2,0.5,18.0,0.2,58.9,2.6,190.3,2.1,45.0,0.5,65.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA01,3,C,DV01-C,9,031319LCB2F,H09,21,29,1,031419LCB2F,D09,32.98,17.02,1,Y,040519LCB1H,D09,0,0,0,Y,031419LCB2G,D09,0,0,0,Y,031419LCB2H,D09,0,0,0,N,9
93,Ecofish Salmonids,BBB-DVeDNA01-C-2017,BBB-DVeDNA01-C-2017-E09,BBB-DVeDNA01,BBB,Control (for AAA),2,1,C,2017,5,9/7/2017,16:00:00,Overcast,Dry,16.5,7.24,0.02,Riffle,11,16.25,5.67,92.1,5.67,0.23,0.12,1,60,thalweg,5,0.2,6,lab,0.45,silica desiccant,16:00:00,23:15:00,2,310.0,3.4,105,1.1,67.5,3.0,46.2,0.5,18.0,0.2,58.9,2.6,190.3,2.1,45.0,0.5,65.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA01,3,C,DV01-C,9,NA,NA,NA,NA,NA,031419LCB2F,E09,32.2,17.8,1,Y,040519LCB1H,E09,41.42,8.58,1,Y,031419LCB2G,E09,36.55,13.45,1,Y,031419LCB2H,E09,0,0,0,N,9
94,Ecofish Salmonids,BBB-DVeDNA01-C-2017,BBB-DVeDNA01-C-2017-F09,BBB-DVeDNA01,BBB,Control (for AAA),2,1,C,2017,6,9/7/2017,16:00:00,Overcast,Dry,16.5,7.24,0.02,Riffle,11,16.25,5.67,92.1,5.67,0.23,0.12,1,60,thalweg,5,0.2,6,lab,0.45,silica desiccant,16:00:00,23:15:00,2,310.0,3.4,105,1.1,67.5,3.0,46.2,0.5,18.0,0.2,58.9,2.6,190.3,2.1,45.0,0.5,65.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA01,3,C,DV01-C,9,NA,NA,NA,NA,NA,031419LCB2F,F09,33.03,16.97,1,Y,040519LCB1H,F09,41.1,8.9,1,Y,031419LCB2G,F09,0,0,0,Y,031419LCB2H,F09,0,0,0,N,9
95,Ecofish Salmonids,BBB-DVeDNA01-C-2017,BBB-DVeDNA01-C-2017-G09,BBB-DVeDNA01,BBB,Control (for AAA),2,1,C,2017,7,9/7/2017,16:00:00,Overcast,Dry,16.5,7.24,0.02,Riffle,11,16.25,5.67,92.1,5.67,0.23,0.12,1,60,thalweg,5,0.2,6,lab,0.45,silica desiccant,16:00:00,23:15:00,2,310.0,3.4,105,1.1,67.5,3.0,46.2,0.5,18.0,0.2,58.9,2.6,190.3,2.1,45.0,0.5,65.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA01,3,C,DV01-C,9,NA,NA,NA,NA,NA,031419LCB2F,G09,33.32,16.68,1,Y,040519LCB1H,G09,0,0,0,Y,031419LCB2G,G09,37.13,12.87,1,Y,031419LCB2H,G09,0,0,0,N,9
96,Ecofish Salmonids,BBB-DVeDNA01-C-2017,BBB-DVeDNA01-C-2017-H09,BBB-DVeDNA01,BBB,Control (for AAA),2,1,C,2017,8,9/7/2017,16:00:00,Overcast,Dry,16.5,7.24,0.02,Riffle,11,16.25,5.67,92.1,5.67,0.23,0.12,1,60,thalweg,5,0.2,6,lab,0.45,silica desiccant,16:00:00,23:15:00,2,310.0,3.4,105,1.1,67.5,3.0,46.2,0.5,18.0,0.2,58.9,2.6,190.3,2.1,45.0,0.5,65.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA01,3,C,DV01-C,9,NA,NA,NA,NA,NA,031419LCB2F,H09,33.69,16.31,1,Y,040519LCB1H,H09,41.7,8.3,1,Y,031419LCB2G,H09,37.4,12.6,1,Y,031419LCB2H,H09,0,0,0,N,9
97,Ecofish Salmonids,BBB-DVeDNA02-A-2017,BBB-DVeDNA02-A-2017-A01,BBB-DVeDNA02,BBB,Control (for AAA),2,2,A,2017,1,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:05:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,4,A,DV02-A,1,031319LCB2F,E01,20.08,29.92,1,031419LCB2F,A01,31.87,18.13,1,Y,040519LCB1H,A01,46.29,3.71,1,Y,031419LCB2G,A01,0,0,0,Y,031419LCB2H,A01,0,0,0,N,1
98,Ecofish Salmonids,BBB-DVeDNA02-A-2017,BBB-DVeDNA02-A-2017-B01,BBB-DVeDNA02,BBB,Control (for AAA),2,2,A,2017,2,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:05:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,4,A,DV02-A,1,031319LCB2F,F01,20.23,29.77,1,031419LCB2F,B01,31.38,18.62,1,Y,040519LCB1H,B01,42.36,7.64,1,Y,031419LCB2G,B01,0,0,0,Y,031419LCB2H,B01,0,0,0,N,1
99,Ecofish Salmonids,BBB-DVeDNA02-A-2017,BBB-DVeDNA02-A-2017-C01,BBB-DVeDNA02,BBB,Control (for AAA),2,2,A,2017,3,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:05:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,4,A,DV02-A,1,031319LCB2F,G01,20.17,29.83,1,031419LCB2F,C01,31.36,18.64,1,Y,040519LCB1H,C01,38.83,11.17,1,Y,031419LCB2G,C01,36.51,13.49,1,Y,031419LCB2H,C01,0,0,0,N,1
100,Ecofish Salmonids,BBB-DVeDNA02-A-2017,BBB-DVeDNA02-A-2017-D01,BBB-DVeDNA02,BBB,Control (for AAA),2,2,A,2017,4,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:05:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,4,A,DV02-A,1,031319LCB2F,H01,20.35,29.65,1,031419LCB2F,D01,31.16,18.84,1,Y,040519LCB1H,D01,40.22,9.78,1,Y,031419LCB2G,D01,38.35,11.65,1,Y,031419LCB2H,D01,0,0,0,N,1
101,Ecofish Salmonids,BBB-DVeDNA02-A-2017,BBB-DVeDNA02-A-2017-E01,BBB-DVeDNA02,BBB,Control (for AAA),2,2,A,2017,5,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:05:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,4,A,DV02-A,1,NA,NA,NA,NA,NA,031419LCB2F,E01,31.6,18.4,1,Y,040519LCB1H,E01,40.75,9.25,1,Y,031419LCB2G,E01,36.22,13.78,1,Y,031419LCB2H,E01,0,0,0,N,1
102,Ecofish Salmonids,BBB-DVeDNA02-A-2017,BBB-DVeDNA02-A-2017-F01,BBB-DVeDNA02,BBB,Control (for AAA),2,2,A,2017,6,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:05:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,4,A,DV02-A,1,NA,NA,NA,NA,NA,031419LCB2F,F01,31.84,18.16,1,Y,040519LCB1H,F01,40.08,9.92,1,Y,031419LCB2G,F01,35.86,14.14,1,Y,031419LCB2H,F01,0,0,0,N,1
103,Ecofish Salmonids,BBB-DVeDNA02-A-2017,BBB-DVeDNA02-A-2017-G01,BBB-DVeDNA02,BBB,Control (for AAA),2,2,A,2017,7,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:05:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,4,A,DV02-A,1,NA,NA,NA,NA,NA,031419LCB2F,G01,32,18,1,Y,040519LCB1H,G01,40.39,9.61,1,Y,031419LCB2G,G01,0,0,0,Y,031419LCB2H,G01,0,0,0,N,1
104,Ecofish Salmonids,BBB-DVeDNA02-A-2017,BBB-DVeDNA02-A-2017-H01,BBB-DVeDNA02,BBB,Control (for AAA),2,2,A,2017,8,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:05:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,4,A,DV02-A,1,NA,NA,NA,NA,NA,031419LCB2F,H01,31.68,18.32,1,Y,040519LCB1H,H01,40.46,9.54,1,Y,031419LCB2G,H01,35.5,14.5,1,Y,031419LCB2H,H01,0,0,0,N,1
105,Ecofish Salmonids,BBB-DVeDNA02-B-2017,BBB-DVeDNA02-B-2017-A03,BBB-DVeDNA02,BBB,Control (for AAA),2,2,B,2017,1,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:40:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,5,B,DV02-B,3,031319LCB2F,E03,20.24,29.76,1,031419LCB2F,A03,31.36,18.64,1,Y,040519LCB1H,A03,41.74,8.26,1,Y,031419LCB2G,A03,35.49,14.51,1,Y,031419LCB2H,A03,0,0,0,N,3
106,Ecofish Salmonids,BBB-DVeDNA02-B-2017,BBB-DVeDNA02-B-2017-B03,BBB-DVeDNA02,BBB,Control (for AAA),2,2,B,2017,2,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:40:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,5,B,DV02-B,3,031319LCB2F,F03,20.47,29.53,1,031419LCB2F,B03,32.09,17.91,1,Y,040519LCB1H,B03,40.84,9.16,1,Y,031419LCB2G,B03,37.31,12.69,1,Y,031419LCB2H,B03,0,0,0,N,3
107,Ecofish Salmonids,BBB-DVeDNA02-B-2017,BBB-DVeDNA02-B-2017-C03,BBB-DVeDNA02,BBB,Control (for AAA),2,2,B,2017,3,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:40:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,5,B,DV02-B,3,031319LCB2F,G03,20.66,29.34,1,031419LCB2F,C03,32.06,17.94,1,Y,040519LCB1H,C03,39.58,2,1,Y,031419LCB2G,C03,37.01,12.99,1,Y,031419LCB2H,C03,0,0,0,N,3
108,Ecofish Salmonids,BBB-DVeDNA02-B-2017,BBB-DVeDNA02-B-2017-D03,BBB-DVeDNA02,BBB,Control (for AAA),2,2,B,2017,4,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:40:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,5,B,DV02-B,3,031319LCB2F,H03,20.94,29.06,1,031419LCB2F,D03,31.63,18.37,1,Y,040519LCB1H,D03,39.45,10.55,1,Y,031419LCB2G,D03,38.09,11.91,1,Y,031419LCB2H,D03,0,0,0,N,3
109,Ecofish Salmonids,BBB-DVeDNA02-B-2017,BBB-DVeDNA02-B-2017-E03,BBB-DVeDNA02,BBB,Control (for AAA),2,2,B,2017,5,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:40:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,5,B,DV02-B,3,NA,NA,NA,NA,NA,031419LCB2F,E03,31.32,18.68,1,Y,040519LCB1H,E03,40.18,9.82,1,Y,031419LCB2G,E03,36.1,13.9,1,Y,031419LCB2H,E03,0,0,0,N,3
110,Ecofish Salmonids,BBB-DVeDNA02-B-2017,BBB-DVeDNA02-B-2017-F03,BBB-DVeDNA02,BBB,Control (for AAA),2,2,B,2017,6,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:40:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,5,B,DV02-B,3,NA,NA,NA,NA,NA,031419LCB2F,F03,31.36,18.64,1,Y,040519LCB1H,F03,39.59,10.41,1,Y,031419LCB2G,F03,36.88,13.12,1,Y,031419LCB2H,F03,0,0,0,N,3
111,Ecofish Salmonids,BBB-DVeDNA02-B-2017,BBB-DVeDNA02-B-2017-G03,BBB-DVeDNA02,BBB,Control (for AAA),2,2,B,2017,7,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:40:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,5,B,DV02-B,3,NA,NA,NA,NA,NA,031419LCB2F,G03,31.83,18.17,1,Y,040519LCB1H,G03,38.36,11.64,1,Y,031419LCB2G,G03,36.62,13.38,1,Y,031419LCB2H,G03,0,0,0,N,3
112,Ecofish Salmonids,BBB-DVeDNA02-B-2017,BBB-DVeDNA02-B-2017-H03,BBB-DVeDNA02,BBB,Control (for AAA),2,2,B,2017,8,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,22:40:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,5,B,DV02-B,3,NA,NA,NA,NA,NA,031419LCB2F,H03,31.88,18.12,1,Y,040519LCB1H,H03,38.89,11.11,1,Y,031419LCB2G,H03,37.38,12.62,1,Y,031419LCB2H,H03,0,0,0,N,3
113,Ecofish Salmonids,BBB-DVeDNA02-C-2017,BBB-DVeDNA02-C-2017-A08,BBB-DVeDNA02,BBB,Control (for AAA),2,2,C,2017,1,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,23:25:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,6,C,DV02-C,8,031319LCB2F,E08,20.55,29.45,1,031419LCB2F,A08,32.43,17.57,1,Y,040519LCB1H,A08,40.94,9.06,1,Y,031419LCB2G,A08,0,0,0,Y,031419LCB2H,A08,0,0,0,N,8
114,Ecofish Salmonids,BBB-DVeDNA02-C-2017,BBB-DVeDNA02-C-2017-B08,BBB-DVeDNA02,BBB,Control (for AAA),2,2,C,2017,2,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,23:25:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,6,C,DV02-C,8,031319LCB2F,F08,20.73,29.27,1,031419LCB2F,B08,32.39,17.61,1,Y,040519LCB1H,B08,39.18,10.82,1,Y,031419LCB2G,B08,37.08,12.92,1,Y,031419LCB2H,B08,0,0,0,N,8
115,Ecofish Salmonids,BBB-DVeDNA02-C-2017,BBB-DVeDNA02-C-2017-C08,BBB-DVeDNA02,BBB,Control (for AAA),2,2,C,2017,3,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,23:25:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,6,C,DV02-C,8,031319LCB2F,G08,20.83,29.17,1,031419LCB2F,C08,32.01,17.99,1,Y,040519LCB1H,C08,43.9,7,1,Y,031419LCB2G,C08,0,0,0,Y,031419LCB2H,C08,0,0,0,N,8
116,Ecofish Salmonids,BBB-DVeDNA02-C-2017,BBB-DVeDNA02-C-2017-D08,BBB-DVeDNA02,BBB,Control (for AAA),2,2,C,2017,4,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,23:25:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,6,C,DV02-C,8,031319LCB2F,H08,21.09,28.91,1,031419LCB2F,D08,32.4,17.6,1,Y,040519LCB1H,D08,40.24,9.76,1,Y,031419LCB2G,D08,35.53,14.47,1,Y,031419LCB2H,D08,0,0,0,N,8
117,Ecofish Salmonids,BBB-DVeDNA02-C-2017,BBB-DVeDNA02-C-2017-E08,BBB-DVeDNA02,BBB,Control (for AAA),2,2,C,2017,5,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,23:25:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,6,C,DV02-C,8,NA,NA,NA,NA,NA,031419LCB2F,E08,31.71,18.29,1,Y,040519LCB1H,E08,40.03,9.97,1,Y,031419LCB2G,E08,38.66,11.34,1,Y,031419LCB2H,E08,0,0,0,N,8
118,Ecofish Salmonids,BBB-DVeDNA02-C-2017,BBB-DVeDNA02-C-2017-F08,BBB-DVeDNA02,BBB,Control (for AAA),2,2,C,2017,6,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,23:25:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,6,C,DV02-C,8,NA,NA,NA,NA,NA,031419LCB2F,F08,31.69,18.31,1,Y,040519LCB1H,F08,39.63,10.37,1,Y,031419LCB2G,F08,0,0,0,Y,031419LCB2H,F08,0,0,0,N,8
119,Ecofish Salmonids,BBB-DVeDNA02-C-2017,BBB-DVeDNA02-C-2017-G08,BBB-DVeDNA02,BBB,Control (for AAA),2,2,C,2017,7,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,23:25:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,6,C,DV02-C,8,NA,NA,NA,NA,NA,031419LCB2F,G08,32.48,17.52,1,Y,040519LCB1H,G08,45.27,4.73,1,Y,031419LCB2G,G08,37.78,12.22,1,Y,031419LCB2H,G08,0,0,0,N,8
120,Ecofish Salmonids,BBB-DVeDNA02-C-2017,BBB-DVeDNA02-C-2017-H08,BBB-DVeDNA02,BBB,Control (for AAA),2,2,C,2017,8,9/7/2017,17:20:00,Overcast,Dry,16.6,7.17,0.033333333,Cascade,7,16,5.5,88.0,5.5,0.15,0.05,4,60,thalweg,5,0.3,2,lab,0.45,silica desiccant,17:25:00,23:25:00,2,224.8,2.6,56,0.6,63.3,4.0,10.4,0.1,4.0,0.0,62.0,2.6,214.4,2.4,51.0,0.6,63.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA02,6,C,DV02-C,8,NA,NA,NA,NA,NA,031419LCB2F,H08,32.67,17.33,1,Y,040519LCB1H,H08,40.8,9.2,1,Y,031419LCB2G,H08,37.41,12.59,1,Y,031419LCB2H,H08,0,0,0,N,8
121,Ecofish Salmonids,BBB-DVeDNA03-A-2017,BBB-DVeDNA03-A-2017-A05,BBB-DVeDNA03,BBB,Control (for AAA),2,3,A,2017,1,9/7/2017,18:00:00,Overcast,Dry,16.5,7.32,-0.066666667,Glide,8,20.3,4.92,99.9,4.92,0.19,0.1,1.5,60,thalweg,5,0.2,1.5,lab,0.45,silica desiccant,18:00:00,22:06:00,2,216.6,2.2,47,0.5,65.4,4.6,17.8,0.2,7.0,0.1,59.7,2.5,198.1,2.0,38.0,0.4,68.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,BBB 2017,BBB-DVeDNA03,7,A,DV03-A,5,031319LCB2F,E05,19.82,30.18,1,031419LCB2F,A05,32.39,17.61,1,Y,040519LCB1H,A05,0,0,0,Y,031419LCB2G,A05,37.45,12.55,1,Y,031419LCB2H,A05,0,0,0,N,5
